Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,WCA Round code,WCA Round,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270033","Holdings with land size 2-<5","2000","2000","ha","2543527.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270033","Holdings with land size 2-<5","2000","2000","No","796723.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270034","Holdings with land size 3-<4","2010","2010","ha","826226.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270034","Holdings with land size 3-<4","2010","2010","No","256148.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270035","Holdings with land size 4-<5","2010","2010","ha","947784.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270035","Holdings with land size 4-<5","2010","2010","No","215988.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270036","Holdings with land size 5-<10","1990","1990","ha","5462618.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270036","Holdings with land size 5-<10","1990","1990","No","770723.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270036","Holdings with land size 5-<10","2000","2000","ha","4420526.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270036","Holdings with land size 5-<10","2000","2000","No","622320.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270036","Holdings with land size 5-<10","2010","2010","ha","4484892.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270036","Holdings with land size 5-<10","2010","2010","No","636344.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270037","Holdings with land size 10-<20","1990","1990","ha","11345762.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270037","Holdings with land size 10-<20","1990","1990","No","818157.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270037","Holdings with land size 10-<20","2000","2000","ha","9799204.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270037","Holdings with land size 10-<20","2000","2000","No","701417.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270037","Holdings with land size 10-<20","2010","2010","ha","10289758.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270037","Holdings with land size 10-<20","2010","2010","No","736798.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270038","Holdings with land size 20-<50","1990","1990","ha","28179753.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270038","Holdings with land size 20-<50","1990","1990","No","910075.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270038","Holdings with land size 20-<50","2000","2000","ha","25438629.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270038","Holdings with land size 20-<50","2000","2000","No","814695.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270038","Holdings with land size 20-<50","2010","2010","ha","26120877.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270038","Holdings with land size 20-<50","2010","2010","No","843920.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270039","Holdings with land size 50-<100","1990","1990","ha","30153422.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270039","Holdings with land size 50-<100","1990","1990","No","438192.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270039","Holdings with land size 50-<100","2000","2000","ha","27455753.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270039","Holdings with land size 50-<100","2000","2000","No","400375.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270039","Holdings with land size 50-<100","2010","2010","ha","26483343.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270039","Holdings with land size 50-<100","2010","2010","No","390882.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","2700300","Holdings with land size 100-<200","1990","1990","ha","37456164.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","2700300","Holdings with land size 100-<200","1990","1990","No","283503.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","2700300","Holdings with land size 100-<200","2000","2000","ha","32919190.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","2700300","Holdings with land size 100-<200","2000","2000","No","246314.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","2700300","Holdings with land size 100-<200","2010","2010","ha","29218870.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","2700300","Holdings with land size 100-<200","2010","2010","No","219432.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","2700301","Holdings with land size 200-<500","1990","1990","ha","53145325.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","2700301","Holdings with land size 200-<500","1990","1990","No","175003.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","2700301","Holdings with land size 200-<500","2000","2000","ha","50436030.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","2700301","Holdings with land size 200-<500","2000","2000","No","165243.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","2700301","Holdings with land size 200-<500","2010","2010","ha","46384925.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","2700301","Holdings with land size 200-<500","2010","2010","No","150698.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","2700302","Holdings with land size 500-<1000","1990","1990","ha","41292068.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","2700302","Holdings with land size 500-<1000","1990","1990","No","60112.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","2700302","Holdings with land size 500-<1000","2000","2000","ha","40186297.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","2700302","Holdings with land size 500-<1000","2000","2000","No","58407.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","2700302","Holdings with land size 500-<1000","2010","2010","ha","37240391.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","2700302","Holdings with land size 500-<1000","2010","2010","No","54158.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","2700303","Holdings with land size 1000-<2500","2010","2010","ha","48640082.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","2700303","Holdings with land size 1000-<2500","2010","2010","No","32242.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","2700304","Holdings with land size >=1000","1990","1990","ha","164684305.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","2700304","Holdings with land size >=1000","1990","1990","No","50105.00","","Official data","Due to lack of data for the period 1986 - 95. data from 1985 Agricultural Census are presented."
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","2700304","Holdings with land size >=1000","2000","2000","ha","159493948.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","2700304","Holdings with land size >=1000","2000","2000","No","49359.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270052","Holdings operated by civil persons, male","1990","1990","No","4790622.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1990","%","83.25","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270052","Holdings operated by civil persons, male","2010","2010","No","4319123.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","87.20","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270051","Holdings operated by civil persons, female","1990","1990","No","963565.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1990","%","16.75","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270051","Holdings operated by civil persons, female","2010","2010","No","633142.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","12.80","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270050","Holdings operated by civil persons, total","1990","1990","No","5754187.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270050","Holdings operated by civil persons, total","2010","2010","No","4952265.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270060","Holdings owned by the holder or in owner-like possession","1990","1990","ha","330718923.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","1990","1990","%","87.89","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270060","Holdings owned by the holder or in owner-like possession","2000","2000","ha","331654891.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","2000","2000","%","93.79","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270060","Holdings owned by the holder or in owner-like possession","2010","2010","ha","318552592.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","2010","2010","%","95.50","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270061","Holdings rented from others","1990","1990","ha","19355434.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270061","Holdings rented from others","1990","1990","%","5.14","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270061","Holdings rented from others","2000","2000","ha","11823529.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270061","Holdings rented from others","2000","2000","%","3.34","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270061","Holdings rented from others","2010","2010","ha","15127498.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270061","Holdings rented from others","2010","2010","%","4.50","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270062","Holdings operated under other forms of tenure","1990","1990","ha","26212220.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270062","Holdings operated under other forms of tenure","1990","1990","%","6.97","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270062","Holdings operated under other forms of tenure","2000","2000","ha","10132826.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270062","Holdings operated under other forms of tenure","2000","2000","%","2.87","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270070","Civil persons","2000","2000","ha","294512249.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270070","Civil persons","2000","2000","%","83.29","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270070","Civil persons","2000","2000","No","4713491.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6201","Percent of total number","270070","Civil persons","2000","2000","%","96.99","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270070","Civil persons","2010","2010","ha","280849807.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270070","Civil persons","2010","2010","%","84.20","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270070","Civil persons","2010","2010","No","4952265.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6201","Percent of total number","270070","Civil persons","2010","2010","%","95.70","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270071","Juridical","2000","2000","ha","59098997.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270071","Juridical","2000","2000","%","16.71","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270071","Juridical","2000","2000","No","146374.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6201","Percent of total number","270071","Juridical","2000","2000","%","3.01","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270071","Juridical","2010","2010","ha","49657989.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270071","Juridical","2010","2010","%","14.90","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270071","Juridical","2010","2010","No","184300.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6201","Percent of total number","270071","Juridical","2010","2010","%","3.60","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","50260","Area","270072","Other legal status","2010","2010","ha","3172241.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6200","Percentage of total area","270072","Other legal status","2010","2010","%","1.00","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60850","Number","270072","Other legal status","2010","2010","No","39071.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6201","Percent of total number","270072","Other legal status","2010","2010","%","0.80","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60851","Number","270082","Household members, male","2000","2000","persons","12660737.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60851","Number","270082","Household members, male","2010","2010","persons","8291357.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60851","Number","270081","Household members, female","2000","2000","persons","10518415.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60851","Number","270081","Household members, female","2010","2010","persons","4510049.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60851","Number","270080","Household members, total","2000","2000","persons","23179152.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60851","Number","270080","Household members, total","2010","2010","persons","12801406.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60851","Number","270092","Household members, engaged in agriculture, male","2000","2000","persons","8416879.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6202","Percent of total persons","270092","Household members, engaged in agriculture, male","2000","2000","%","36.30","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60851","Number","270091","Household members, engaged in agriculture, female","2000","2000","persons","5191000.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6202","Percent of total persons","270091","Household members, engaged in agriculture, female","2000","2000","%","22.40","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60851","Number","270090","Household members, engaged in agriculture, total","2000","2000","persons","13607879.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6202","Percent of total persons","270090","Household members, engaged in agriculture, total","2000","2000","%","58.70","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60851","Number","270090","Household members, engaged in agriculture, total","2010","2010","persons","12577729.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","6202","Percent of total persons","270090","Household members, engaged in agriculture, total","2010","2010","%","98.30","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","60851","Number","27010","Hired permanent workers","2000","2000","persons","4323011.00","","Official data",""
"WCAD","Structural data from agricultural censuses","21","Brazil","5019","Average persons per holding","27010","Hired permanent workers","2000","2000","persons","0.89","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","26","Brunei Darussalam","50260","Area","27002","Holdings","1960","1960","ha","32487.00","","Official data",""
"WCAD","Structural data from agricultural censuses","26","Brunei Darussalam","5017","Average area","27002","Holdings","1960","1960","ha","5.15","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","26","Brunei Darussalam","60850","Number","27002","Holdings","1960","1960","No","6306.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","6203","Year","27000","Census Year","2010","2010","","2010.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","27002","Holdings","2010","2010","ha","5260520.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","5017","Average area","27002","Holdings","2010","2010","ha","14.20","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","27002","Holdings","2010","2010","No","370490.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270030","Holdings with land size 0-<1","2000","2000","ha","192600.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270030","Holdings with land size 0-<1","2000","2000","No","512500.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270030","Holdings with land size 0-<1","2010","2010","ha","72090.00","","Official data","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270030","Holdings with land size 0-<1","2010","2010","No","160630.00","","Official data","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270031","Holdings with land size 1-<2","2010","2010","ha","72090.00","","Official data","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270031","Holdings with land size 1-<2","2010","2010","No","147480.00","","Official data","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270032","Holdings with land size 2-<3","2010","2010","ha","30150.00","","Official data","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270032","Holdings with land size 2-<3","2010","2010","No","10130.00","","Official data","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270033","Holdings with land size 2-<5","2000","2000","ha","241900.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270033","Holdings with land size 2-<5","2000","2000","No","131800.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270034","Holdings with land size 3-<4","2010","2010","ha","30150.00","","Official data","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270034","Holdings with land size 3-<4","2010","2010","No","10130.00","","Official data","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270035","Holdings with land size 4-<5","2010","2010","ha","30150.00","","Official data","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270035","Holdings with land size 4-<5","2010","2010","No","10130.00","","Official data","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270036","Holdings with land size 5-<10","2010","2010","ha","72700.00","","Official data","UAA"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270036","Holdings with land size 5-<10","2010","2010","No","10730.00","","Official data","UAA"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270037","Holdings with land size 10-<20","2010","2010","ha","92450.00","","Official data","UAA"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270037","Holdings with land size 10-<20","2010","2010","No","6820.00","","Official data","UAA"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270038","Holdings with land size 20-<50","2000","2000","ha","191100.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270038","Holdings with land size 20-<50","2000","2000","No","16100.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270038","Holdings with land size 20-<50","2010","2010","ha","186220.00","","Official data","UAA"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270038","Holdings with land size 20-<50","2010","2010","No","6010.00","","Official data","UAA"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270039","Holdings with land size 50-<100","2000","2000","ha","2278900.00","","Official data","Agricultural area. >=50 ha"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270039","Holdings with land size 50-<100","2000","2000","No","5100.00","","Official data","Agricultural area. >=50 ha"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270039","Holdings with land size 50-<100","2010","2010","ha","201670.00","","Official data","UAA"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270039","Holdings with land size 50-<100","2010","2010","No","2930.00","","Official data","UAA"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","2700300","Holdings with land size 100-<200","2010","2010","ha","3687860.00","","Official data","UAA"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","2700300","Holdings with land size 100-<200","2010","2010","No","5490.00","","Official data","UAA"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270052","Holdings operated by civil persons, male","2010","2010","No","286140.00","","Official data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","27","Bulgaria","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","77.20","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270051","Holdings operated by civil persons, female","2010","2010","No","84350.00","","Official data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","27","Bulgaria","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","22.80","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270050","Holdings operated by civil persons, total","2010","2010","No","370490.00","","Official data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270060","Holdings owned by the holder or in owner-like possession","2010","2010","ha","1580550.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","2010","2010","%","35.30","Fc","Calculated data","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270060","Holdings owned by the holder or in owner-like possession","2010","2010","No","342080.00","","Official data","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","6201","Percent of total number","270060","Holdings owned by the holder or in owner-like possession","2010","2010","%","92.30","Fc","Calculated data","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270061","Holdings rented from others","2010","2010","ha","2894980.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","6200","Percentage of total area","270061","Holdings rented from others","2010","2010","%","64.70","Fc","Calculated data","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270061","Holdings rented from others","2010","2010","No","73040.00","","Official data","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","6201","Percent of total number","270061","Holdings rented from others","2010","2010","%","19.70","Fc","Calculated data","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270070","Civil persons","2010","2010","ha","1799980.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","6200","Percentage of total area","270070","Civil persons","2010","2010","%","34.20","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270070","Civil persons","2010","2010","No","365110.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","6201","Percent of total number","270070","Civil persons","2010","2010","%","98.50","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","50260","Area","270071","Juridical","2010","2010","ha","3460540.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","6200","Percentage of total area","270071","Juridical","2010","2010","%","65.80","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60850","Number","270071","Juridical","2010","2010","No","5380.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","6201","Percent of total number","270071","Juridical","2010","2010","%","1.50","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60851","Number","270092","Household members, engaged in agriculture, male","2010","2010","persons","94310.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60851","Number","270091","Household members, engaged in agriculture, female","2010","2010","persons","222170.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60851","Number","270090","Household members, engaged in agriculture, total","2010","2010","persons","316480.00","","Official data",""
"WCAD","Structural data from agricultural censuses","27","Bulgaria","60851","Number","27010","Hired permanent workers","2010","2010","persons","57430.00","","Official data","Data correspond to 'Regular non-family labour force'."
"WCAD","Structural data from agricultural censuses","27","Bulgaria","5019","Average persons per holding","27010","Hired permanent workers","2010","2010","persons","0.16","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","233","Burkina Faso","6203","Year","27000","Census Year","1990","1990","","1993.00","","Official data",""
"WCAD","Structural data from agricultural censuses","233","Burkina Faso","6203","Year","27000","Census Year","2010","2010","","2006-2010","","Official data",""
"WCAD","Structural data from agricultural censuses","233","Burkina Faso","50260","Area","27002","Holdings","1990","1990","ha","3472480.00","","Official data",""
"WCAD","Structural data from agricultural censuses","233","Burkina Faso","5017","Average area","27002","Holdings","1990","1990","ha","3.92","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","233","Burkina Faso","60850","Number","27002","Holdings","1990","1990","No","886638.00","","Official data",""
